iterations,latitude,longitude,scores,road_damage,status,fps
446,-6.8970194,107.61114,0,nolabel,undetected,4.261780775010745
447,-6.8970194,107.61114,10,D40,undetected,3.920309639019302
448,-6.8970194,107.61114,3,D40,undetected,3.864239945090127
449,-6.8970428,107.61115,24,D20,undetected,3.250128631914353
450,-6.8970428,107.61115,15,D20,undetected,3.818717826857279
451,-6.8970428,107.61115,22,D00,undetected,3.7161341538832295
452,-6.8970428,107.61115,53,D20,detected,3.8219260965599693
453,-6.8970428,107.61115,2,D20,undetected,4.1871732439655265
454,-6.8970428,107.61115,5,D00,undetected,3.937699851478549
455,-6.8970428,107.61115,5,D20,undetected,4.11770642508065
456,-6.8970428,107.61115,7,D00,undetected,4.129089165716671
457,-6.8970428,107.61115,0,nolabel,undetected,4.190792116206619
458,-6.8970685,107.61118,7,D20,undetected,4.09199991024399
459,-6.8970685,107.61118,6,D20,undetected,4.167846510352284
460,-6.8970685,107.61118,4,D20,undetected,4.083999263881816
461,-6.8970685,107.61118,7,D00,undetected,4.21724157693696
462,-6.8970685,107.61118,4,D20,undetected,4.097424495234671
463,-6.8970685,107.61118,0,nolabel,undetected,4.237304162642496
464,-6.8970685,107.61118,2,D20,undetected,4.088832564011327
465,-6.8970685,107.61118,7,D00,undetected,4.207422744116154
466,-6.8970685,107.61118,3,D20,undetected,4.3201989166295
467,-6.8970685,107.61118,5,D20,undetected,3.92934069804915
468,-6.8970947,107.61119,0,nolabel,undetected,3.8887241662888554
469,-6.8970947,107.61119,0,nolabel,undetected,4.1617755622058
470,-6.8970947,107.61119,3,D00,undetected,4.084373098065566
471,-6.8970947,107.61119,16,D40,undetected,4.172286842333008
472,-6.8970947,107.61119,12,D20,undetected,4.1661615785369825
473,-6.8970947,107.61119,13,D20,undetected,4.205199672351061
474,-6.8970947,107.61119,9,D40,undetected,4.215770704426942
475,-6.8970947,107.61119,41,D40,detected,3.8123104890019994
476,-6.8970947,107.61119,21,D40,undetected,3.9177500256867708
477,-6.8970947,107.61119,21,D40,undetected,3.8310303756585533
478,-6.8971128,107.61121,20,D40,undetected,4.135126208825498
479,-6.8971128,107.61121,16,D40,undetected,4.063063001973262
480,-6.8971128,107.61121,39,D40,undetected,3.860665304394249
481,-6.8971128,107.61121,46,D40,detected,3.7336333791472907
482,-6.8971128,107.61121,23,D40,undetected,3.665631904242526
483,-6.8971128,107.61121,26,D00,undetected,3.687841643564374
484,-6.8971128,107.61121,24,D40,undetected,3.571374198223298
485,-6.8971128,107.61121,53,D40,detected,3.495812663359471
486,-6.8971128,107.61121,19,D40,undetected,4.152397999390154
487,-6.8971357,107.61122,30,D40,undetected,3.743423600958904
488,-6.8971357,107.61122,13,D40,undetected,3.758821926843607
489,-6.8971357,107.61122,25,D40,undetected,3.746212080613641
490,-6.8971357,107.61122,25,D40,undetected,3.6992092344761773
491,-6.8971357,107.61122,32,D40,undetected,3.518315894018625
492,-6.8971357,107.61122,25,D40,undetected,3.68389646137942
493,-6.8971357,107.61122,25,D40,undetected,3.7857018429814797
494,-6.8971357,107.61122,29,D40,undetected,3.8513667504405245
495,-6.8971357,107.61122,35,D40,undetected,3.614009691806081
496,-6.8971357,107.61122,37,D40,undetected,3.6498868738904937
497,-6.8971596,107.61123,39,D40,undetected,3.797289760916643
498,-6.8971596,107.61123,22,D40,undetected,3.817529143639369
499,-6.8971596,107.61123,28,D40,undetected,3.84290140932821
500,-6.8971596,107.61123,47,D40,detected,3.847455854698895
501,-6.8971596,107.61123,23,D40,undetected,3.8163550900154135
502,-6.8971596,107.61123,32,D40,undetected,3.791108262914278
503,-6.8971596,107.61123,27,D40,undetected,3.724046326122549
504,-6.8971596,107.61123,27,D40,undetected,3.815195639676614
505,-6.8971596,107.61123,27,D40,undetected,3.566566837244028
506,-6.8971596,107.61123,30,D40,undetected,3.5602274849333675
507,-6.8971825,107.61124,29,D40,undetected,3.8684098151248105
508,-6.8971825,107.61124,22,D40,undetected,3.7767332634589272
509,-6.8971825,107.61124,24,D40,undetected,3.8775184940713583
510,-6.8971825,107.61124,22,D40,undetected,3.8948196338912036
511,-6.8971825,107.61124,22,D40,undetected,3.8592479520508935
512,-6.8971825,107.61124,25,D40,undetected,3.6543325184140962
513,-6.8971825,107.61124,29,D40,undetected,3.6507605199824176
514,-6.8971825,107.61124,26,D40,undetected,3.8901849048763837
515,-6.8971825,107.61124,25,D40,undetected,3.8751755436309074
516,-6.8972039,107.61126,23,D40,undetected,3.404890380055315
517,-6.8972039,107.61126,13,D40,undetected,3.776835288248716
518,-6.8972039,107.61126,24,D40,undetected,3.670128856462336
519,-6.8972039,107.61126,24,D40,undetected,3.6536894885205458
520,-6.8972039,107.61126,24,D40,undetected,3.8063528997515252
521,-6.8972039,107.61126,25,D40,undetected,3.5906632400604734
522,-6.8972039,107.61126,28,D40,undetected,3.8665162208603436
523,-6.8972039,107.61126,18,D40,undetected,4.225756304171952
524,-6.8972039,107.61126,20,D40,undetected,4.262395772465131
525,-6.8972039,107.61126,19,D40,undetected,4.0824609011520385
526,-6.8972268,107.61127,18,D40,undetected,3.8531959732702754
527,-6.8972268,107.61127,20,D40,undetected,4.136794285838277
528,-6.8972268,107.61127,15,D40,undetected,4.035134100280342
529,-6.8972268,107.61127,14,D40,undetected,4.283223724521057
530,-6.8972268,107.61127,22,D40,undetected,3.759647403978627
531,-6.8972268,107.61127,15,D40,undetected,4.242468747692554
